iter	MultiClass
275	0.195255631
276	0.1949005212
277	0.1945336601
278	0.1942191092
279	0.1937726834
280	0.1935518494
281	0.1932582316
282	0.1929757958
283	0.1927578104
284	0.1925829123
285	0.1923477329
286	0.1921407609
287	0.1917576183
288	0.1915381983
289	0.1911863309
290	0.1909704483
291	0.1905312723
292	0.1902101453
293	0.1899842154
294	0.1895504589
295	0.1894326478
296	0.1889889183
297	0.1887737464
298	0.188531251
299	0.1884160427
300	0.1880002485
301	0.1877306158
302	0.1875253817
303	0.1871203165
304	0.1869097629
305	0.1866722471
306	0.1863643134
307	0.1862054251
308	0.1861371954
309	0.1859870901
310	0.1855353314
311	0.1851430514
312	0.1848812123
313	0.1846077328
314	0.1843029664
315	0.1839425269
316	0.1838590844
317	0.1835117842
318	0.1832410575
319	0.1829945324
320	0.1827778728
321	0.1826525344
322	0.1824230286
323	0.182192704
324	0.182105252
325	0.1819853981
326	0.1815383647
327	0.181411073
328	0.1811746372
329	0.1808702227
330	0.1805989393
331	0.1803301086
332	0.1801027868
333	0.1799436245
334	0.1795099415
335	0.1791810547
336	0.1790716712
337	0.1788652379
338	0.1787654877
339	0.1786310726
340	0.1782808931
341	0.1780738687
342	0.1777809218
343	0.1774217437
344	0.1771561009
345	0.1768361875
346	0.1766159008
347	0.1764246953
348	0.1761567531
349	0.1758273983
350	0.175585069
351	0.17538683
352	0.1752787061
353	0.175176865
354	0.1750083423
355	0.174683737
356	0.1743257475
357	0.1741235632
358	0.1738642586
359	0.1736789283
360	0.1733083468
361	0.173131451
362	0.1728349671
363	0.1724764366
364	0.1722824848
365	0.1722035026
366	0.1721217011
367	0.1716795827
368	0.1714018152
369	0.1713161696
370	0.1711498295
371	0.1708497178
372	0.170480594
373	0.1701074041
374	0.1699344286
375	0.1697473543
376	0.1692625102
377	0.1690659014
378	0.168834798
379	0.1684698398
380	0.1683544894
381	0.1681420664
382	0.1680339127
383	0.1678522058
384	0.1677507992
385	0.1673627639
386	0.167183028
387	0.1670501989
388	0.1667510803
389	0.1664748423
390	0.166217241
391	0.1660685125
392	0.1658143901
393	0.165360697
394	0.1651491531
395	0.164885443
396	0.1647865884
397	0.1645309801
398	0.1643267419
399	0.1641638238
400	0.1640102314
401	0.1638706974
402	0.1636526257
403	0.1634533831
404	0.1633281999
405	0.163098731
406	0.1628260138
407	0.1627019168
408	0.1626162289
409	0.1624947196
410	0.162292294
411	0.1619073518
412	0.1617379678
413	0.1612335932
414	0.1610332415
415	0.1608078575
416	0.1606930255
417	0.1605085166
418	0.1601745746
419	0.1600630516
420	0.1598720553
421	0.159652498
422	0.1594802202
423	0.1591712555
424	0.1589915379
425	0.158824817
426	0.1584674584
427	0.1581394841
428	0.1579422615
429	0.1576427437
430	0.1574607547
431	0.1571190852
432	0.1569333499
433	0.1567226535
434	0.1563776668
435	0.156222298
436	0.1559357075
437	0.1555342077
438	0.1554068715
439	0.1549949178
440	0.1548800245
441	0.1546340207
442	0.1542726187
443	0.1539089233
444	0.1537757436
445	0.1535959029
446	0.1534576959
447	0.1533657816
448	0.1531305217
449	0.1529708556
450	0.1527615451
451	0.152529707
452	0.1523922655
453	0.1520771613
454	0.151972956
455	0.1517473407
456	0.1515809074
457	0.1514349956
458	0.1511224284
459	0.1509015434
460	0.15061469
461	0.1504289672
462	0.1503273019
463	0.1500008821
464	0.1498288575
465	0.1495999414
466	0.1495397715
467	0.1493652233
468	0.1491284608
469	0.1488552164
470	0.148660387
471	0.1484965293
472	0.1483508562
473	0.1481464813
474	0.1479159968
475	0.1476410402
476	0.1473726899
477	0.1472625978
478	0.1471341843
479	0.1469679009
480	0.1467815253
481	0.1464558179
482	0.1462211885
483	0.1460836275
484	0.1457609164
485	0.1456404523
486	0.145502431
487	0.1453117832
488	0.1452299779
489	0.1451219017
490	0.1449411854
491	0.1447373535
492	0.144560369
493	0.1444279017
494	0.144293513
495	0.1440858752
496	0.1438304586
497	0.1436402619
498	0.1435299777
499	0.1432511226
500	0.1430726733
501	0.1428324983
502	0.1425875157
503	0.142307471
504	0.1421074854
505	0.1420524039
506	0.1416751476
507	0.1414947489
508	0.1412848781
509	0.1410906996
510	0.1410100406
511	0.1408182996
512	0.1406961698
513	0.1405189404
514	0.1403826209
515	0.1401775377
516	0.1400075548
517	0.1399077843
518	0.1397791084
519	0.139466853
520	0.1392688079
521	0.1391764023
522	0.1390858372
523	0.1389251135
524	0.1387076002
525	0.138468469
526	0.1382847777
527	0.1381528161
528	0.1378560187
529	0.1376729488
530	0.1374695324
531	0.1372975176
532	0.1371839006
533	0.1369694159
534	0.1367569894
535	0.1366105358
536	0.1364693819
537	0.1361752708
538	0.1359128031
539	0.1357907071
540	0.13557075
541	0.1353277986
542	0.1351340045
543	0.1350014484
544	0.1348627466
545	0.1347174356
546	0.1343690079
547	0.1342758842
548	0.1339651805
549	0.1338354903
550	0.1336808154
551	0.1335295627
552	0.1334188896
553	0.1333181003
554	0.1332102419
555	0.1329141639
556	0.1328125935
557	0.132675508
558	0.1324010617
559	0.1323111118
560	0.1321673269
561	0.1320946598
562	0.1318716123
563	0.1316892391
564	0.1315602798
565	0.1314942293
566	0.131308816
567	0.1312773502
568	0.1309966388
569	0.1307492851
570	0.1305458756
571	0.1304510402
572	0.1303254754
573	0.1302171267
574	0.130015968
575	0.1297961392
576	0.1296562465
577	0.1295488118
578	0.1293787698
579	0.1291042285
580	0.1290409104
581	0.1288667182
582	0.1286573135
583	0.1284895888
584	0.1284360641
585	0.1281906149
586	0.128064721
587	0.1279206315
588	0.127727046
589	0.1275898836
590	0.1273447681
591	0.1272499646
592	0.1271101558
593	0.1269545498
594	0.1268441129
595	0.1266816368
596	0.1265772501
597	0.1264059742
598	0.1262579845
599	0.1260069657
600	0.125842611
601	0.1257973962
602	0.1256895813
603	0.1256008337
604	0.125446165
605	0.1251663558
606	0.1250746954
607	0.1247608198
608	0.1244732339
609	0.1244057641
610	0.124312647
611	0.1242163972
612	0.1240330242
613	0.1239382906
614	0.1237896181
615	0.1236842138
616	0.1235064246
617	0.1233754269
618	0.123247977
619	0.1231259862
620	0.1228174372
621	0.1227480331
622	0.1226457216
623	0.1224412439
624	0.1223535804
625	0.1221479834
626	0.1220710315
627	0.1218983738
628	0.121820491
629	0.1216374979
630	0.1215749976
631	0.1214053523
632	0.1212178295
633	0.1211235661
634	0.121008609
635	0.1209042193
636	0.1207103822
637	0.1204740253
638	0.1203707802
639	0.1202419459
640	0.1201325848
641	0.1200401899
642	0.1198246768
643	0.1196022981
644	0.1194532488
645	0.1192418774
646	0.1190764333
647	0.118798606
648	0.1187260549
649	0.1186281075
650	0.1184782033
651	0.1182085182
652	0.1181386037
653	0.118040004
654	0.117879219
655	0.1178271093
656	0.1177096982
657	0.1174155858
658	0.1173316788
659	0.1172494405
660	0.1171166541
661	0.1169758868
662	0.1168032733
663	0.1166304602
664	0.1165178825
665	0.1164192216
666	0.1162931079
667	0.1161726071
668	0.1161451124
669	0.115980533
670	0.1158289522
671	0.1156787038
672	0.1156186734
673	0.1154561966
674	0.1152341523
675	0.115163155
676	0.1150060741
677	0.1149289743
678	0.114730467
679	0.1145510268
680	0.1144017905
681	0.1142989903
682	0.1142216708
683	0.1141386916
684	0.1139827854
685	0.1138339913
686	0.1137367495
687	0.1135316691
688	0.1134697186
689	0.1133100923
690	0.11319568
691	0.1130722281
692	0.1129626768
693	0.1129194661
694	0.1127862026
695	0.1126807108
696	0.1124732685
697	0.1122915562
698	0.1120846313
699	0.1120039956
700	0.1118264345
701	0.1116971295
702	0.1115258472
703	0.1113306341
704	0.1111401234
705	0.1108605018
706	0.1106954872
707	0.1105806963
708	0.1104089381
709	0.1102740891
710	0.1102030111
711	0.1101253639
712	0.1099144113
713	0.1097987222
714	0.109718457
715	0.1096013097
716	0.1094998275
717	0.1093035562
718	0.1091746322
719	0.1090189228
720	0.1089365045
721	0.1087913816
722	0.1086482807
723	0.1084748493
724	0.1084414803
725	0.1082933201
726	0.1081644927
727	0.1079584428
728	0.1077473387
729	0.107652803
730	0.1075210905
731	0.1074273609
732	0.1072878028
733	0.1071683766
734	0.1071241804
735	0.1070207434
736	0.1069389931
737	0.1068243554
738	0.1067566297
739	0.1066517462
740	0.1064003505
741	0.1062516403
742	0.1060062778
743	0.1058980316
744	0.1057949795
745	0.1057495187
746	0.1056726788
747	0.1055337769
748	0.1053977181
749	0.1052527195
750	0.1051584968
751	0.1050330594
752	0.104833331
753	0.1045648416
754	0.1044359264
755	0.104271299
756	0.1041438791
757	0.1040762712
758	0.1040090498
759	0.1039421624
760	0.1038311738
761	0.1037186409
762	0.1034952141
763	0.1034408465
764	0.1033191388
765	0.1032303078
766	0.1031578213
767	0.1030640739
768	0.1030042151
769	0.1028897962
770	0.1027176841
771	0.1026338931
772	0.1024827865
773	0.1022091819
774	0.1020858157
775	0.1019544382
776	0.1018826584
777	0.1017834419
778	0.1016571948
779	0.1015457249
780	0.1014264784
781	0.1013671062
782	0.1013069769
783	0.1012357818
784	0.1011509742
785	0.1011059385
786	0.1010692696
787	0.1009011887
788	0.1007271499
789	0.100650585
790	0.1005699731
791	0.1004552288
792	0.1003459245
793	0.1002973892
794	0.1002121706
795	0.1001054804
796	0.1000083096
797	0.09991026668
798	0.09980535442
799	0.09961676912
800	0.09956624665
801	0.09945651353
802	0.09935290569
803	0.0992022089
804	0.0990425492
805	0.09890748266
806	0.09877467893
807	0.09863288871
808	0.098547709
809	0.09843274277
810	0.09836796908
811	0.09826584404
812	0.09821753528
813	0.09816096814
814	0.09799195148
815	0.09781263044
816	0.09769873789
817	0.09764287381
818	0.09752976439
819	0.09738998626
820	0.09731561577
821	0.0972312321
822	0.09715801078
823	0.09711028877
824	0.09695577085
825	0.09689826746
826	0.09683035308
827	0.09670652156
828	0.09663195027
829	0.09651754775
830	0.09642933754
831	0.09632382589
832	0.09629579952
833	0.09624771358
834	0.09621422924
835	0.09604085552
836	0.09594423023
837	0.09586023198
838	0.09573880074
839	0.09570425045
840	0.09562987812
841	0.09559689334
842	0.09552112359
843	0.09536306938
844	0.09527144752
845	0.09514796235
846	0.09503826285
847	0.09501039051
848	0.09490242303
849	0.09481401403
850	0.09469960268
851	0.09449373673
852	0.09443249068
853	0.09438558555
854	0.09426278393
855	0.09406917107
856	0.09401152591
857	0.09388584816
858	0.09376155486
859	0.09369042536
860	0.09361217641
861	0.0935668212
862	0.09339570549
863	0.09330603142
864	0.09323924905
865	0.09314775102
866	0.09307244479
867	0.09299270815
868	0.09284624536
869	0.09264804955
870	0.09255804737
871	0.09244718467
872	0.09237652878
873	0.09229195342
874	0.09216110724
875	0.09208061547
876	0.09193807738
877	0.09181400763
878	0.09167458918
879	0.09157218099
880	0.09149617957
881	0.09141070795
882	0.09133487149
883	0.09121277658
884	0.09116849924
885	0.09098937868
886	0.09093788297
887	0.09088389265
888	0.09075164267
889	0.09064267001
890	0.09050688533
891	0.0903977505
892	0.09031294517
893	0.09019466603
894	0.09013903653
895	0.09009987277
896	0.09002500258
897	0.08984634788
898	0.08968678837
899	0.08957257828
900	0.08937656254
901	0.08930692986
902	0.08923379942
903	0.08913465734
904	0.08904070164
905	0.08899745151
906	0.0889221793
907	0.08887900525
908	0.08871588949
909	0.08867409535
910	0.08859586579
911	0.08855989303
912	0.08848458343
913	0.08844658966
914	0.08835213302
915	0.08830804777
916	0.08820490308
917	0.08808676493
918	0.08805635426
919	0.0879465617
920	0.0878976208
921	0.08785969089
922	0.0877863336
923	0.08769010013
924	0.08754562505
925	0.08742038465
926	0.08722439234
927	0.08715456069
928	0.08705802493
929	0.08695934955
930	0.08682286275
931	0.08676038344
932	0.08659866398
933	0.08655515927
934	0.08650608834
935	0.08642176332
936	0.08632490326
937	0.08617883407
938	0.08609990351
939	0.08603525966
940	0.08599335021
941	0.0859374276
942	0.0858628785
943	0.08576166547
944	0.08570474567
945	0.08562046505
946	0.08552164984
947	0.08543300964
948	0.08538288785
949	0.08525366457
950	0.08515451994
951	0.08510130641
952	0.08506298872
953	0.08491062834
954	0.08483071192
955	0.08475227867
956	0.08464976072
957	0.08457600522
958	0.08450584799
959	0.08433392999
960	0.08428592956
961	0.08423322765
962	0.08414641699
963	0.08407103509
964	0.08398746788
965	0.08393036119
966	0.08379013808
967	0.08360258919
968	0.08352464983
969	0.08342617211
970	0.08332050771
971	0.08321550302
972	0.08316146695
973	0.08310275438
974	0.08298534763
975	0.08285650269
976	0.08270386094
977	0.08261274756
978	0.08251218408
979	0.08241131622
980	0.08232393083
981	0.08227587627
982	0.0821698227
983	0.08206892402
984	0.08200795723
985	0.08182958463
986	0.08176711523
987	0.0817253976
988	0.08166319756
989	0.08156987152
990	0.0814045559
991	0.08131009029
992	0.08121915174
993	0.0811803264
994	0.08114931517
995	0.08105271081
996	0.08095472297
997	0.08092030228
998	0.08088008373
999	0.08086083674
